DonorSex,TimeFromTransfusion,PredVal_Base,StdErrVal_Base,PredVal_Full,StdErrVal_Full,Lower_Full,Upper_Full,VitalParam,CompFactor,CompName,VitalName,YLabel
1,546,130.68345432,2.4845793069,126.14902707,2.3546181456,121.53404558,130.76400857,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,547,130.68088692,2.4845778564,126.14923252,2.3546161839,121.53425488,130.76421017,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,548,130.67833423,2.4845765994,126.14945284,2.3546144232,121.53447865,130.76442704,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,549,130.67579611,2.4845755388,126.1496879,2.3546128668,121.53471675,130.76465904,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,550,130.67327245,2.4845746775,126.14993755,2.3546115175,121.53496905,130.76490606,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,551,130.67076311,2.4845740185,126.15020168,2.3546103784,121.53523541,130.76516795,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,552,130.66826795,2.4845735645,126.15048015,2.3546094526,121.5355157,130.76544461,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,553,130.66578686,2.4845733185,126.15077283,2.354608743,121.53580977,130.76573589,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,554,130.6633197,2.4845732834,126.15107959,2.3546082526,121.53611748,130.76604169,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,555,130.66086633,2.4845734619,126.15140029,2.3546079843,121.53643871,130.76636186,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,556,130.65842664,2.4845738569,126.1517348,2.354607941,121.53677331,130.7666963,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,557,130.65600048,2.4845744711,126.152083,2.3546081258,121.53712115,130.76704486,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,558,130.65358773,2.4845753074,126.15244475,2.3546085414,121.53748208,130.76740742,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,559,130.65118826,2.4845763685,126.15281992,2.3546091907,121.53785598,130.76778386,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,560,130.64880194,2.4845776571,126.15320838,2.3546100765,121.5382427,130.76817405,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,561,130.64642864,2.4845791759,126.15360999,2.3546112017,121.53864211,130.76857787,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,562,130.64406822,2.4845809276,126.15402463,2.3546125691,121.53905406,130.76899519,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,563,130.64172057,2.4845829148,126.15445216,2.3546141814,121.53947844,130.76942588,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,564,130.63938554,2.4845851402,126.15489245,2.3546160414,121.53991508,130.76986982,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,565,130.637063,2.4845876065,126.15534537,2.3546181518,121.54036387,130.77032688,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,566,130.63475284,2.4845903161,126.15581079,2.3546205153,121.54082466,130.77079693,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,567,130.63245491,2.4845932717,126.15628858,2.3546231345,121.54129731,130.77127985,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,568,130.63016909,2.4845964758,126.15677861,2.3546260122,121.5417817,130.77177552,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,569,130.62789525,2.484599931,126.15728073,2.3546291509,121.54227767,130.7722838,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,570,130.62563325,2.4846036396,126.15779483,2.3546325532,121.5427851,130.77280456,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,571,130.62338297,2.4846076042,126.15832077,2.3546362218,121.54330385,130.7733377,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,572,130.62114427,2.4846118272,126.15885842,2.354640159,121.54383379,130.77388306,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,573,130.61891703,2.4846163111,126.15940765,2.3546443676,121.54437476,130.77444054,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,574,130.61670112,2.4846210582,126.15996832,2.3546488499,121.54492665,130.77501,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,575,130.6144964,2.4846260709,126.16054031,2.3546536084,121.54548931,130.77559131,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,576,130.61230275,2.4846313515,126.16112348,2.3546586455,121.54606261,130.77618435,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,577,130.61012003,2.4846369023,126.1617177,2.3546639637,121.54664641,130.776789,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,578,130.60794812,2.4846427257,126.16232285,2.3546695654,121.54724057,130.77740512,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,579,130.60578688,2.4846488238,126.16293878,2.3546754528,121.54784496,130.77803259,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,580,130.60363619,2.4846551989,126.16356536,2.3546816282,121.54845945,130.77867128,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,581,130.60149591,2.4846618532,126.16420247,2.3546880941,121.54908388,130.77932106,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,582,130.59936592,2.4846687889,126.16484998,2.3546948526,121.54971814,130.77998181,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,583,130.59724608,2.484676008,126.16550775,2.354701906,121.55036209,130.78065341,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,584,130.59513626,2.4846835128,126.16617564,2.3547092565,121.55101558,130.78133571,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,585,130.59303634,2.4846913052,126.16685354,2.3547169062,121.55167848,130.7820286,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,586,130.59094618,2.4846993875,126.1675413,2.3547248573,121.55235066,130.78273195,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,587,130.58886566,2.4847077614,126.1682388,2.3547331118,121.55303198,130.78344562,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,588,130.58679464,2.4847164292,126.16894591,2.354741672,121.5537223,130.78416951,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,589,130.58473299,2.4847253926,126.16966248,2.3547505397,121.5544215,130.78490346,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,590,130.58268058,2.4847346537,126.1703884,2.3547597171,121.55512943,130.78564737,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,591,130.58063729,2.4847442144,126.17112352,2.3547692061,121.55584596,130.78640109,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,592,130.57860298,2.4847540765,126.17186773,2.3547790086,121.55657095,130.78716451,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,593,130.57657752,2.4847642418,126.17262088,2.3547891266,121.55730427,130.78793749,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,594,130.57456079,2.4847747122,126.17338284,2.3547995619,121.55804578,130.78871991,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,595,130.57255264,2.4847854895,126.17415349,2.3548103164,121.55879535,130.78951163,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,596,130.57055296,2.4847965753,126.17493269,2.354821392,121.55955284,130.79031254,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,597,130.56856161,2.4848079715,126.17572031,2.3548327903,121.56031812,130.7911225,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,598,130.56657846,2.4848196796,126.17651622,2.3548445132,121.56109106,130.79194139,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,599,130.56460339,2.4848317013,126.17732029,2.3548565624,121.56187151,130.79276907,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,600,130.56263625,2.4848440383,126.17813238,2.3548689394,121.56265934,130.79360542,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,601,130.56067692,2.484856692,126.17895236,2.3548816461,121.56345442,130.79445031,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,602,130.55872528,2.4848696642,126.17978011,2.354894684,121.56425661,130.79530361,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,603,130.55678118,2.4848829562,126.18061549,2.3549080547,121.56506578,130.79616519,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,604,130.55484451,2.4848965695,126.18145836,2.3549217597,121.5658818,130.79703493,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,605,130.55291513,2.4849105056,126.18230861,2.3549358005,121.56670452,130.79791269,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,606,130.5509929,2.484924766,126.18316609,2.3549501786,121.56753382,130.79879836,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,607,130.54907771,2.4849393519,126.18403067,2.3549648955,121.56836956,130.79969179,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,608,130.54716941,2.4849542647,126.18490223,2.3549799524,121.56921161,130.80059285,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,609,130.54526789,2.4849695058,126.18578063,2.3549953509,121.57005983,130.80150143,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,610,130.543373,2.4849850764,126.18666574,2.3550110922,121.57091408,130.80241739,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,611,130.54148463,2.4850009777,126.18755743,2.3550271776,121.57177424,130.80334061,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,612,130.53960263,2.4850172109,126.18845556,2.3550436084,121.57264017,130.80427095,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,613,130.53772688,2.4850337772,126.18936001,2.3550603857,121.57351174,130.80520828,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,614,130.53585725,2.4850506778,126.19027064,2.3550775108,121.57438881,130.80615247,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,615,130.53399361,2.4850679137,126.19118732,2.3550949849,121.57527124,130.80710341,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,616,130.53213582,2.485085486,126.19210993,2.3551128089,121.57615891,130.80806095,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,617,130.53028377,2.4851033957,126.19303832,2.355130984,121.57705168,130.80902496,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,618,130.52843731,2.4851216438,126.19397237,2.3551495112,121.57794942,130.80999532,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,619,130.52659632,2.4851402313,126.19491195,2.3551683915,121.57885199,130.8109719,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,620,130.52476067,2.485159159,126.19585692,2.3551876259,121.57975926,130.81195457,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,621,130.52293022,2.4851784279,126.19680715,2.3552072152,121.5806711,130.8129432,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,622,130.52110485,2.4851980387,126.19776251,2.3552271604,121.58158737,130.81393766,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,623,130.51928443,2.4852179923,126.19872288,2.3552474623,121.58250794,130.81493781,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,624,130.51746883,2.4852382895,126.19968811,2.3552681217,121.58343268,130.81594353,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,625,130.51565791,2.4852589309,126.20065807,2.3552891393,121.58436145,130.81695469,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,626,130.51385155,2.4852799174,126.20163265,2.3553105159,121.58529413,130.81797116,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,627,130.51204961,2.4853012494,126.20261169,2.3553322521,121.58623057,130.81899281,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,628,130.51025197,2.4853229277,126.20359508,2.3553543487,121.58717065,130.82001951,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,629,130.50845849,2.4853449528,126.20458267,2.3553768062,121.58811423,130.82105112,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,630,130.50666906,2.4853673253,126.20557435,2.3553996251,121.58906118,130.82208752,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,631,130.50488352,2.4853900457,126.20656997,2.355422806,121.59001137,130.82312857,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,632,130.50310177,2.4854131144,126.20756941,2.3554463495,121.59096466,130.82417416,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,633,130.50132365,2.4854365318,126.20857253,2.3554702558,121.59192093,130.82522413,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,634,130.49954905,2.4854602985,126.2095792,2.3554945256,121.59288003,130.82627837,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,635,130.49777784,2.4854844146,126.2105893,2.355519159,121.59384184,130.82733675,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,636,130.49600988,2.4855088805,126.21160268,2.3555441565,121.59480623,130.82839913,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,637,130.49424505,2.4855336965,126.21261922,2.3555695183,121.59577307,130.82946537,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,638,130.49248321,2.4855588629,126.21363879,2.3555952447,121.59674221,130.83053536,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,639,130.49072423,2.4855843797,126.21466125,2.3556213359,121.59771353,130.83160896,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,640,130.48896799,2.4856102473,126.21568647,2.3556477921,121.5986869,130.83268604,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,641,130.48721435,2.4856364657,126.21671433,2.3556746133,121.59966219,130.83376646,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,642,130.48546319,2.4856630349,126.21774468,2.3557017997,121.60063926,130.8348501,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,643,130.48371436,2.4856899551,126.2187774,2.3557293514,121.60161798,130.83593683,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,644,130.48196776,2.4857172262,126.21981236,2.3557572683,121.60259822,130.8370265,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,645,130.48022323,2.4857448482,126.22084943,2.3557855503,121.60357986,130.838119,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,646,130.47848066,2.485772821,126.22188847,2.3558141975,121.60456275,130.83921418,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,647,130.47673991,2.4858011445,126.22292935,2.3558432097,121.60554676,130.84031193,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,648,130.47500085,2.4858298186,126.22397194,2.3558725868,121.60653178,130.8414121,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,649,130.47326335,2.485858843,126.2250161,2.3559023285,121.60751765,130.84251456,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,650,130.47152729,2.4858882176,126.22606172,2.3559324346,121.60850426,130.84361918,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,651,130.46979253,2.485917942,126.22710865,2.3559629048,121.60949147,130.84472583,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,652,130.46805893,2.485948016,126.22815677,2.3559937389,121.61047915,130.84583438,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,653,130.46632639,2.4859784392,126.22920594,2.3560249364,121.61146718,130.8469447,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,654,130.46459475,2.4860092111,126.23025603,2.3560564969,121.61245541,130.84805664,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,655,130.46286389,2.4860403315,126.2313069,2.3560884201,121.61344372,130.84917009,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,656,130.46113368,2.4860717998,126.23235844,2.3561207054,121.61443198,130.85028491,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,657,130.459404,2.4861036155,126.2334105,2.3561533523,121.61542005,130.85140095,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,658,130.4576747,2.486135778,126.23446296,2.3561863603,121.61640781,130.85251811,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,659,130.45594567,2.4861682868,126.23551568,2.3562197287,121.61739513,130.85363623,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,660,130.45421677,2.4862011413,126.23656853,2.3562534568,121.61838188,130.85475519,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,661,130.45248788,2.4862343409,126.23762141,2.3562875442,121.61936794,130.85587487,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,662,130.450759,2.4862678854,126.23867428,2.3563219906,121.6203533,130.85699526,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,663,130.44903012,2.4863017749,126.23972716,2.3563567961,121.62133796,130.85811635,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,664,130.44730124,2.4863360094,126.24078003,2.3563919607,121.62232191,130.85923815,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,665,130.44557235,2.4863705888,126.2418329,2.3564274843,121.62330516,130.86036065,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,666,130.44384347,2.4864055131,126.24288578,2.3564633669,121.62428771,130.86148385,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,667,130.44211459,2.4864407823,126.24393865,2.3564996085,121.62526955,130.86260775,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,668,130.44038571,2.4864763964,126.24499153,2.3565362091,121.62625069,130.86373236,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,669,130.43865682,2.4865123553,126.2460444,2.3565731687,121.62723112,130.86485768,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,670,130.43692794,2.4865486592,126.24709727,2.3566104872,121.62821085,130.8659837,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,671,130.43519906,2.4865853078,126.24815015,2.3566481647,121.62918988,130.86711042,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,672,130.43347018,2.4866223013,126.24920302,2.3566862011,121.6301682,130.86823784,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,673,130.43174129,2.4866596396,126.25025589,2.3567245963,121.63114582,130.86936597,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,674,130.43001241,2.4866973227,126.25130877,2.3567633505,121.63212274,130.8704948,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,675,130.42828353,2.4867353506,126.25236164,2.3568024635,121.63309895,130.87162433,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,676,130.42655465,2.4867737233,126.25341452,2.3568419354,121.63407446,130.87275457,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,677,130.42482576,2.4868124407,126.25446739,2.3568817661,121.63504927,130.87388551,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,678,130.42309688,2.4868515028,126.25552026,2.3569219556,121.63602337,130.87501716,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,679,130.421368,2.4868909097,126.25657314,2.3569625038,121.63699677,130.8761495,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,680,130.41963912,2.4869306612,126.25762601,2.3570034109,121.63796947,130.87728255,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,681,130.41791023,2.4869707575,126.25867889,2.3570446767,121.63894147,130.87841631,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,682,130.41618135,2.4870111984,126.25973176,2.3570863013,121.63991276,130.87955076,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,683,130.41445247,2.4870519839,126.26078463,2.3571282846,121.64088334,130.88068592,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,684,130.41272359,2.4870931141,126.26183751,2.3571706265,121.64185323,130.88182179,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
