DonorSex,TimeFromTransfusion,PredVal_Base,StdErrVal_Base,PredVal_Full,StdErrVal_Full,Lower_Full,Upper_Full,VitalParam,CompFactor,CompName,VitalName,YLabel
1,450,61.119668208,1.1146313395,58.066505848,1.0578029022,55.99324364,60.139768056,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,451,61.114109657,1.1146258963,58.062698791,1.0577967738,55.989448594,60.135948987,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,452,61.108537876,1.1146203485,58.058876957,1.0577905366,55.985638985,60.132114929,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,453,61.102952928,1.1146146985,58.055040418,1.0577841931,55.981814879,60.128265957,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,454,61.097354876,1.1146089489,58.051189244,1.0577777459,55.977976342,60.124402147,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,455,61.091743783,1.114603102,58.047323507,1.0577711975,55.974123439,60.120523574,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,456,61.086119714,1.1145971605,58.043443275,1.0577645506,55.970256235,60.116630316,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,457,61.080482731,1.1145911269,58.039548622,1.0577578079,55.966374797,60.112722446,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,458,61.074832897,1.1145850039,58.035639616,1.057750972,55.962479189,60.108800042,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,459,61.069170276,1.114578794,58.031716329,1.0577440457,55.958569477,60.10486318,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,460,61.063494931,1.1145724998,58.027778831,1.0577370318,55.954645727,60.100911935,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,461,61.057806925,1.1145661243,58.023827193,1.0577299331,55.950708003,60.096946384,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,462,61.052106322,1.1145596699,58.019861487,1.0577227523,55.94675637,60.092966604,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,463,61.046393185,1.1145531396,58.015881782,1.0577154925,55.942790894,60.088972669,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,464,61.040667578,1.1145465361,58.011888149,1.0577081563,55.93881164,60.084964658,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,465,61.034929563,1.1145398622,58.007880659,1.0577007469,55.934818672,60.080942646,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,466,61.029179204,1.1145331207,58.003859382,1.0576932671,55.930812056,60.076906709,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,467,61.023416564,1.1145263146,57.99982439,1.0576857199,55.926791856,60.072856925,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,468,61.017641707,1.1145194467,57.995775753,1.0576781084,55.922758137,60.068793369,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,469,61.011854695,1.1145125199,57.991713542,1.0576704355,55.918710965,60.064716119,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,470,61.006055593,1.1145055372,57.987637827,1.0576627043,55.914650403,60.060625252,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,471,61.000244463,1.1144985016,57.983548679,1.057654918,55.910576516,60.056520843,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,472,60.994421368,1.114491416,57.979446169,1.0576470795,55.906489369,60.05240297,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,473,60.988586373,1.1144842835,57.975330368,1.0576391921,55.902389027,60.048271709,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,474,60.98273954,1.1144771071,57.971201346,1.057631259,55.898275553,60.044127138,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,475,60.976880933,1.1144698899,57.967059174,1.0576232832,55.894149013,60.039969334,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,476,60.971010615,1.1144626349,57.962903922,1.057615268,55.890009471,60.035798373,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,477,60.965128648,1.1144553453,57.958735662,1.0576072167,55.885856991,60.031614332,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,478,60.959235098,1.1144480242,57.954554463,1.0575991324,55.881691638,60.027417289,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,479,60.953330026,1.1144406746,57.950360398,1.0575910184,55.877513476,60.02320732,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,480,60.947413497,1.1144332999,57.946153536,1.057582878,55.873322568,60.018984503,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,481,60.941485573,1.114425903,57.941933948,1.0575747146,55.869118981,60.014748915,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,482,60.935546317,1.1144184874,57.937701704,1.0575665314,55.864902776,60.010500633,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,483,60.929595794,1.114411056,57.933456877,1.0575583317,55.86067402,60.006239734,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,484,60.923634066,1.1144036122,57.929199535,1.057550119,55.856432775,60.001966296,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,485,60.917661197,1.1143961593,57.924929751,1.0575418965,55.852179106,59.997680395,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,486,60.911677249,1.1143887003,57.920647594,1.0575336677,55.847913077,59.99338211,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,487,60.905682287,1.1143812388,57.916353135,1.057525436,55.843634753,59.989071518,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,488,60.899676374,1.1143737778,57.912046445,1.0575172047,55.839344196,59.984748695,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,489,60.893659572,1.1143663207,57.907727596,1.0575089774,55.835041471,59.98041372,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,490,60.887631946,1.1143588708,57.903396656,1.0575007574,55.830726643,59.976066669,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,491,60.881593558,1.1143514314,57.899053698,1.0574925481,55.826399774,59.971707621,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,492,60.875544472,1.1143440059,57.894698791,1.0574843532,55.82206093,59.967336653,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,493,60.869484751,1.1143365975,57.890332007,1.0574761759,55.817710173,59.962953841,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,494,60.863414458,1.1143292097,57.885953416,1.0574680198,55.813347568,59.958559265,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,495,60.857333657,1.1143218457,57.881563089,1.0574598884,55.808973178,59.954153001,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,496,60.851242411,1.114314509,57.877161097,1.0574517852,55.804587068,59.949735126,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,497,60.845140784,1.1143072029,57.87274751,1.0574437137,55.8001893,59.945305719,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,498,60.839028838,1.1142999308,57.868322399,1.0574356774,55.79577994,59.940864857,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,499,60.832906637,1.114292696,57.863885834,1.0574276798,55.791359051,59.936412618,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,500,60.826774244,1.114285502,57.859437888,1.0574197245,55.786926696,59.931949079,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,501,60.820631722,1.1142783522,57.854978629,1.0574118149,55.78248294,59.927474317,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,502,60.814479136,1.1142712499,57.850508129,1.0574039547,55.778027846,59.922988412,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,503,60.808316547,1.1142641986,57.846026458,1.0573961474,55.773561477,59.918491439,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,504,60.80214402,1.1142572017,57.841533688,1.0573883964,55.769083899,59.913983477,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,505,60.795961618,1.1142502625,57.837029889,1.0573807055,55.764595173,59.909464604,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,506,60.789769404,1.1142433845,57.832515131,1.057373078,55.760095365,59.904934896,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,507,60.783567441,1.1142365712,57.827989485,1.0573655176,55.755584538,59.900394433,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,508,60.777355792,1.1142298258,57.823453023,1.0573580279,55.751062755,59.89584329,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,509,60.771134522,1.1142231519,57.818905814,1.0573506123,55.74653008,59.891281547,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,510,60.764903693,1.1142165529,57.81434793,1.0573432745,55.741986578,59.886709281,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,511,60.758663368,1.1142100321,57.80977944,1.057336018,55.737432311,59.882126569,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,512,60.752413611,1.1142035931,57.805200417,1.0573288464,55.732867344,59.877533489,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,513,60.746154486,1.1141972391,57.80061093,1.0573217632,55.72829174,59.87293012,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,514,60.739886055,1.1141909737,57.79601105,1.0573147719,55.723705563,59.868316537,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,515,60.733608381,1.1141848002,57.791400848,1.0573078762,55.719108876,59.86369282,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,516,60.727321529,1.1141787221,57.786780395,1.0573010795,55.714501744,59.859059045,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,517,60.721025561,1.1141727427,57.782149761,1.0572943855,55.70988423,59.854415291,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,518,60.714720541,1.1141668655,57.777509017,1.0572877976,55.705256398,59.849761635,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,519,60.708406531,1.1141610938,57.772858233,1.0572813195,55.700618312,59.845098155,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,520,60.702083596,1.1141554311,57.768197481,1.0572749545,55.695970035,59.840424928,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,521,60.695751799,1.1141498807,57.763526831,1.0572687064,55.691311631,59.835742032,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,522,60.689411202,1.114144446,57.758846354,1.0572625785,55.686643165,59.831049544,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,523,60.68306187,1.1141391304,57.754156121,1.0572565744,55.681964699,59.826347543,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,524,60.676703865,1.1141339373,57.749456201,1.0572506976,55.677276298,59.821636105,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,525,60.670337251,1.11412887,57.744746667,1.0572449516,55.672578025,59.816915308,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,526,60.66396209,1.1141239318,57.740027588,1.0572393399,55.667869945,59.812185231,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,527,60.657578448,1.1141191262,57.735299035,1.057233866,55.663152121,59.80744595,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,528,60.651186386,1.1141144564,57.73056108,1.0572285334,55.658424617,59.802697542,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,529,60.644785968,1.1141099258,57.725813792,1.0572233455,55.653687498,59.797940086,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,530,60.638377257,1.1141055377,57.721057242,1.0572183057,55.648940826,59.793173659,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,531,60.631960317,1.1141012954,57.716291502,1.0572134176,55.644184666,59.788398338,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,532,60.625535211,1.1140972022,57.711516641,1.0572086845,55.639419082,59.7836142,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,533,60.619102002,1.1140932613,57.706732731,1.0572041099,55.634644138,59.778821324,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,534,60.612660753,1.1140894762,57.701939842,1.0571996971,55.629859898,59.774019786,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,535,60.606211529,1.1140858499,57.697138045,1.0571954497,55.625066425,59.769209664,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,536,60.599754391,1.1140823858,57.69232741,1.0571913709,55.620263785,59.764391035,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,537,60.593289404,1.1140790871,57.687508009,1.0571874641,55.615452041,59.759563977,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,538,60.586816631,1.114075957,57.682679911,1.0571837327,55.610631257,59.754728566,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,539,60.580336134,1.1140729987,57.677843189,1.0571801801,55.605801498,59.74988488,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,540,60.573847978,1.1140702155,57.672997912,1.0571768095,55.600962827,59.745032997,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,541,60.567352226,1.1140676104,57.66814415,1.0571736243,55.596115308,59.740172993,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,542,60.560848941,1.1140651867,57.663281976,1.0571706277,55.591259007,59.735304945,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,543,60.554338185,1.1140629475,57.658411459,1.0571678231,55.586393987,59.730428931,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,544,60.547820024,1.114060896,57.65353267,1.0571652136,55.581520313,59.725545028,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,545,60.541294519,1.1140590352,57.648645681,1.0571628027,55.576638049,59.720653313,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,546,60.534761734,1.1140573683,57.64375056,1.0571605934,55.571747258,59.715753862,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,547,60.528221733,1.1140558983,57.63884738,1.057158589,55.566848007,59.710846754,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,548,60.521674579,1.1140546283,57.633936211,1.0571567927,55.561940359,59.705932064,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,549,60.515120334,1.1140535613,57.629017124,1.0571552076,55.557024378,59.70100987,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,550,60.508559063,1.1140527004,57.624090189,1.0571538369,55.552100129,59.696080248,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,551,60.501990829,1.1140520486,57.619155477,1.0571526838,55.547167678,59.691143276,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,552,60.495415695,1.1140516088,57.614213059,1.0571517514,55.542227087,59.686199031,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,553,60.488833723,1.1140513841,57.609263005,1.0571510426,55.537278422,59.681247588,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,554,60.482244979,1.1140513773,57.604305387,1.0571505608,55.532321748,59.676289025,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,555,60.475649524,1.1140515915,57.599340274,1.0571503087,55.52735713,59.671323418,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,556,60.469047423,1.1140520294,57.594367738,1.0571502896,55.522384631,59.666350845,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,557,60.462438738,1.1140526941,57.589387849,1.0571505064,55.517404317,59.661371381,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,558,60.455823533,1.1140535883,57.584400678,1.0571509621,55.512416253,59.656385103,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,559,60.44920187,1.114054715,57.579406296,1.0571516596,55.507420504,59.651392088,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,560,60.442573815,1.1140560768,57.574404773,1.057152602,55.502417134,59.646392412,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,561,60.435939429,1.1140576767,57.569396181,1.057153792,55.497406209,59.641386152,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,562,60.429298776,1.1140595174,57.564380589,1.0571552327,55.492387794,59.636373384,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,563,60.422651919,1.1140616016,57.559358068,1.0571569268,55.487361953,59.631354184,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,564,60.415998922,1.1140639321,57.55432869,1.0571588772,55.482328752,59.626328628,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,565,60.409339848,1.1140665115,57.549292524,1.0571610868,55.477288255,59.621296793,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,566,60.40267476,1.1140693427,57.544249642,1.0571635582,55.47224053,59.616258755,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,567,60.396003721,1.1140724281,57.539200115,1.0571662944,55.467185639,59.611214591,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,568,60.389326795,1.1140757704,57.534144012,1.0571692979,55.46212365,59.606164375,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,569,60.382644046,1.1140793723,57.529081405,1.0571725716,55.457054626,59.601108184,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,570,60.375955536,1.1140832363,57.524012364,1.0571761181,55.451978634,59.596046094,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,571,60.369261328,1.1140873649,57.518936961,1.0571799401,55.44689574,59.590978182,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,572,60.362561487,1.1140917607,57.513855265,1.0571840402,55.441806008,59.585904522,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,573,60.355856075,1.1140964262,57.508767348,1.057188421,55.436709504,59.580825191,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,574,60.349145156,1.1141013638,57.503673279,1.0571930851,55.431606295,59.575740264,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,575,60.342428792,1.1141065761,57.498573131,1.057198035,55.426496445,59.570649817,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,576,60.335707048,1.1141120653,57.493466973,1.0572032732,55.42138002,59.565553926,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,577,60.328979986,1.1141178339,57.488354877,1.0572088023,55.416257087,59.560452667,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,578,60.32224767,1.1141238842,57.483236912,1.0572146247,55.41112771,59.555346114,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,579,60.315510164,1.1141302186,57.47811315,1.0572207427,55.405991957,59.550234343,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,580,60.308767529,1.1141368394,57.472983661,1.0572271589,55.400849893,59.54511743,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,581,60.302019831,1.1141437488,57.467848517,1.0572338756,55.395701584,59.53999545,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,582,60.295267132,1.1141509491,57.462707787,1.0572408951,55.390547096,59.534868478,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,583,60.288509494,1.1141584425,57.457561543,1.0572482197,55.385386496,59.529736589,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,584,60.281746983,1.1141662312,57.452409854,1.0572558517,55.380219849,59.52459986,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,585,60.274979661,1.1141743173,57.447252793,1.0572637933,55.375047222,59.519458364,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,586,60.268207591,1.1141827029,57.442090429,1.0572720468,55.369868682,59.514312176,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
